"Edad","Abandono","Viajes","Departamento","DistanciaDesdeCasa","Educacion","CampoDeEducacion","SatisfaccionEnAmbiente","Genero","Implicacion","NivelCargo","Puesto","SatisfaccionEnTrabajo","EstadoCivil","SueldoMensual","NumEmpresasTrabajadas","HorasExtra","PorcentajeAumentoSalarial","Rendimiento","RelacionSatisfaccion","NivelAcciones","AnosTotalesTrabajados","CursosUltimoAno","EquilibrioVidaTrabajo","AnosEnEmpresa","AnosEnPuestoActual","AnosDesdeUltimaPromocion","AnosConJefeActual","BeneficioNeto"
36,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Tecnico",3,"Mujer",1,3,"Manufacturing Director",1,"Divorciado",10252,2,"Si",21,4,3,1,17,2,3,7,7,7,7,65024.6911776942
33,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",1,"Hombre",3,1,"Investigador Cientifico",4,"Casado",2781,0,"No",13,3,2,1,15,5,3,14,10,4,10,15141.702148286
40,"No","Viaja_Raramente","Ventas",10,3,"Tecnico",2,"Mujer",2,2,"Ejecutivo de Ventas",2,"Divorciado",6852,7,"No",12,3,2,1,7,2,4,5,1,1,3,101888.566218948
25,"No","Viaja_Raramente","Ventas",10,4,"Ciencias de la Salud",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Soltero",4950,0,"No",14,3,2,0,5,4,3,4,3,1,1,65176.673479178
30,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Medicina",4,"Hombre",3,1,"Investigador Cientifico",2,"Casado",3579,0,"Si",21,4,1,1,12,2,3,11,9,5,7,-39232.9377220094
42,"No","Viaja_frecuentemente","Investigacion & Desarrollo",26,5,"Medicina",1,"Mujer",3,3,"Director de Investigacion",1,"Casado",13191,3,"Si",17,3,3,0,20,6,3,1,0,0,0,14061.0863335926
35,"No","No_Viaja","Ventas",8,2,"Marketing",3,"Mujer",2,3,"Ejecutivo de Ventas",4,"Casado",10377,4,"Si",11,3,2,1,16,6,2,13,2,4,12,57196.7096555935
27,"No","Viaja_Raramente","Investigacion & Desarrollo",14,3,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",1,"Casado",2235,1,"Si",14,3,4,2,9,3,2,9,7,6,8,3761.56931313828
54,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",4,"Mujer",3,3,"Manufacturing Director",3,"Divorciado",10502,7,"No",17,3,1,1,33,2,1,5,4,1,4,59887.4431052295
44,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Ciencias de la Salud",1,"Mujer",4,1,"Investigador Cientifico",4,"Casado",2011,1,"No",13,3,4,1,10,5,3,10,5,7,7,81508.2842902876
19,"Si","No_Viaja","Investigacion & Desarrollo",10,3,"Medicina",1,"Mujer",2,1,"Investigador Cientifico",2,"Soltero",1859,1,"Si",25,4,2,0,1,2,4,1,1,0,0,68064.2503090023
29,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",1,"Mujer",3,1,"Investigador Cientifico",4,"Divorciado",3760,1,"No",15,3,1,3,3,5,3,3,2,1,2,64977.8687162981
54,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",4,"Hombre",3,4,"Director de Investigacion",4,"Casado",17779,3,"No",14,3,1,0,36,2,3,10,9,0,9,6134.20142777213
31,"No","Viaja_Raramente","Investigacion & Desarrollo",11,2,"Medicina",3,"Hombre",3,2,"Representante de Salud",1,"Casado",6833,1,"Si",12,3,4,0,6,2,2,6,5,0,1,51182.968872889
31,"No","Viaja_Raramente","Investigacion & Desarrollo",24,3,"Medicina",3,"Mujer",2,2,"Representante de Salud",1,"Soltero",6812,1,"No",19,3,2,0,10,2,3,10,9,1,8,26246.0989294448
59,"No","Viaja_Raramente","Ventas",3,3,"Ciencias de la Salud",3,"Mujer",2,2,"Ejecutivo de Ventas",4,"Soltero",5171,5,"No",17,3,4,0,13,2,3,6,1,0,5,16766.7927220468
43,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",3,"Hombre",1,5,"Director de Investigacion",4,"Casado",19740,3,"No",14,3,2,1,25,2,3,8,7,0,7,45370.7080987138
49,"No","Viaja_Raramente","Investigacion & Desarrollo",4,2,"Medicina",1,"Hombre",2,5,"Manager",3,"Casado",18711,2,"No",13,3,3,1,23,2,4,1,0,0,0,12439.3832994964
36,"No","Viaja_frecuentemente","Investigacion & Desarrollo",3,3,"Tecnico",3,"Hombre",3,1,"Investigador Cientifico",2,"Casado",3692,1,"No",12,3,3,0,12,2,2,11,10,0,7,8165.10318445467
48,"No","Viaja_Raramente","Investigacion & Desarrollo",2,2,"Tecnico",4,"Hombre",4,1,"Tecnico de Laboratorio",2,"Soltero",2559,5,"No",11,3,3,0,7,4,2,1,0,0,0,60215.2192079111
27,"No","Viaja_Raramente","Investigacion & Desarrollo",4,2,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",3,"Divorciado",2517,1,"No",11,3,2,3,5,2,3,5,3,0,3,95492.2465810081
29,"No","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Ciencias de la Salud",3,"Hombre",3,2,"Representante de Salud",4,"Divorciado",6623,1,"Si",11,3,2,2,6,2,3,6,0,1,0,41651.0375392682
48,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Hombre",2,5,"Director de Investigacion",4,"Soltero",18265,6,"No",12,3,3,0,25,3,4,1,0,0,0,47224.0155814103
29,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Mujer",2,4,"Director de Investigacion",4,"Divorciado",16124,3,"No",14,3,2,2,9,2,2,7,7,1,7,11980.9063812714
34,"No","Viaja_Raramente","Investigacion & Desarrollo",20,3,"Tecnico",3,"Mujer",4,1,"Investigador Cientifico",3,"Casado",2585,0,"No",17,3,4,0,2,5,2,1,0,0,0,19505.9096595535
44,"No","Viaja_Raramente","Ventas",5,3,"Marketing",2,"Hombre",3,5,"Manager",2,"Casado",18213,7,"No",11,3,3,1,26,5,3,22,9,3,10,44451.5117355402
33,"No","Viaja_Raramente","Ventas",10,5,"Marketing",4,"Hombre",4,3,"Ejecutivo de Ventas",3,"Divorciado",8380,0,"Si",14,3,4,2,10,3,3,9,8,0,8,21480.158029713
19,"No","Viaja_Raramente","Investigacion & Desarrollo",25,3,"Ciencias de la Salud",2,"Mujer",4,1,"Investigador Cientifico",4,"Soltero",2994,1,"Si",12,3,4,0,1,2,3,1,0,0,1,14782.3847382084
23,"No","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Ciencias de la Salud",4,"Hombre",3,1,"Investigador Cientifico",3,"Casado",1223,1,"No",22,4,4,1,1,2,3,1,0,0,1,22173.6075624917
25,"Si","Viaja_frecuentemente","Ventas",24,1,"Ciencias de la Salud",3,"Hombre",1,1,"Representante de Ventas",4,"Soltero",1118,1,"Si",14,3,4,0,1,0,3,1,0,1,0,60085.3429352715
26,"No","Viaja_Raramente","Investigacion & Desarrollo",4,2,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",4,"Soltero",2875,1,"Si",20,4,2,0,8,2,2,8,5,2,2,58615.550485474
45,"Si","Viaja_Raramente","Ventas",2,3,"Marketing",1,"Mujer",1,5,"Manager",2,"Soltero",18824,2,"Si",16,3,1,0,26,2,3,24,10,1,11,27373.1332468119
55,"No","No_Viaja","Investigacion & Desarrollo",8,1,"Medicina",4,"Hombre",2,4,"Representante de Salud",2,"Divorciado",13577,1,"Si",15,3,4,1,34,3,3,33,9,15,0,2336.72465086143
21,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",10,2,"Ciencias de la Salud",1,"Mujer",2,1,"Tecnico de Laboratorio",3,"Soltero",2625,1,"No",20,4,3,0,2,2,1,2,2,2,2,54652.3546490449
46,"No","Viaja_Raramente","Ventas",4,2,"Marketing",4,"Mujer",2,5,"Manager",2,"Casado",18789,2,"No",14,3,3,1,26,2,3,11,4,0,8,26485.0089233834
34,"No","Viaja_Raramente","Ventas",2,3,"Marketing",3,"Mujer",3,2,"Ejecutivo de Ventas",1,"Soltero",4538,0,"Si",12,3,4,0,4,3,3,3,2,0,2,101709.583934447
51,"No","Viaja_frecuentemente","Ventas",9,3,"Ciencias de la Salud",4,"Hombre",3,5,"Manager",2,"Divorciado",19847,4,"Si",24,4,1,1,31,5,2,29,10,11,10,42671.7569590404
59,"No","Viaja_Raramente","Investigacion & Desarrollo",18,4,"Medicina",4,"Hombre",3,3,"Manufacturing Director",4,"Soltero",10512,6,"No",12,3,4,0,25,6,2,9,7,5,4,56109.9553277985
34,"No","Viaja_frecuentemente","Investigacion & Desarrollo",19,3,"Medicina",3,"Mujer",3,2,"Tecnico de Laboratorio",2,"Divorciado",4444,4,"No",13,3,3,2,15,2,4,11,8,5,10,99586.7136510281
28,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,4,"Medicina",4,"Hombre",3,1,"Tecnico de Laboratorio",3,"Soltero",2154,0,"Si",11,3,3,0,5,2,2,4,2,0,2,53961.3515363307
44,"No","Viaja_Raramente","Investigacion & Desarrollo",4,2,"Ciencias de la Salud",3,"Hombre",4,5,"Manager",1,"Divorciado",19190,1,"No",14,3,4,2,26,4,2,25,9,14,13,53806.7276763344
34,"No","Viaja_frecuentemente","Recursos Humanos",11,3,"Ciencias de la Salud",3,"Hombre",2,2,"Recursos Humanos",2,"Casado",4490,4,"No",11,3,4,2,14,5,4,10,9,1,8,30345.2444572569
35,"No","Viaja_Raramente","Investigacion & Desarrollo",6,1,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",3,"Casado",3506,0,"Si",14,3,4,0,4,3,3,3,2,2,2,40722.5761550398
42,"No","Viaja_Raramente","Investigacion & Desarrollo",7,4,"Medicina",2,"Mujer",4,2,"Investigador Cientifico",2,"Casado",2372,6,"Si",16,3,4,0,18,2,3,1,0,0,0,26624.2131218406
43,"No","Viaja_Raramente","Ventas",4,4,"Marketing",4,"Mujer",2,3,"Ejecutivo de Ventas",4,"Soltero",10231,3,"No",14,3,4,0,23,3,4,21,7,15,17,25755.7721636387
36,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",3,"Mujer",3,2,"Manufacturing Director",2,"Soltero",5410,9,"Si",11,3,4,0,18,2,3,16,14,5,12,34055.477870171
44,"Si","Viaja_Raramente","Investigacion & Desarrollo",15,3,"Medicina",1,"Mujer",3,3,"Representante de Salud",4,"Casado",7978,1,"No",11,3,4,1,10,2,3,10,7,0,5,45825.4513076805
28,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",4,"Hombre",2,1,"Tecnico de Laboratorio",4,"Casado",3867,1,"Si",12,3,2,1,2,2,3,2,2,2,2,53298.032494513
51,"No","Viaja_frecuentemente","Investigacion & Desarrollo",6,2,"Medicina",2,"Mujer",2,1,"Tecnico de Laboratorio",3,"Soltero",2838,0,"No",14,3,2,0,8,6,2,7,0,7,7,18951.4122164893
30,"No","No_Viaja","Investigacion & Desarrollo",9,2,"Medicina",3,"Mujer",3,2,"Manufacturing Director",3,"Soltero",4695,7,"Si",18,3,3,0,10,3,3,8,4,1,7,3450.92056325875
29,"Si","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Tecnico",2,"Mujer",3,1,"Tecnico de Laboratorio",3,"Divorciado",3339,3,"Si",13,3,1,2,10,2,3,7,7,7,7,8322.98705042769
28,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Tecnico",4,"Hombre",3,1,"Investigador Cientifico",1,"Soltero",2080,2,"No",11,3,2,0,5,2,2,3,2,1,2,64550.7360804386
25,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Medicina",4,"Mujer",3,1,"Investigador Cientifico",2,"Soltero",2096,1,"No",18,3,4,0,2,3,2,2,2,2,1,60560.095481531
32,"No","Viaja_Raramente","Ventas",8,3,"Medicina",3,"Hombre",4,2,"Ejecutivo de Ventas",4,"Casado",6209,1,"No",15,3,3,2,10,4,4,10,7,0,8,11636.6428164377
45,"No","Viaja_frecuentemente","Investigacion & Desarrollo",25,3,"Medicina",2,"Mujer",3,5,"Manager",2,"Soltero",18061,3,"No",22,4,3,0,22,4,3,0,0,0,0,48677.7745302076
39,"No","Viaja_Raramente","Investigacion & Desarrollo",13,4,"Medicina",3,"Mujer",2,4,"Manager",2,"Divorciado",17123,6,"Si",13,3,4,2,21,4,3,19,9,15,2,35437.0976190013
58,"No","Viaja_Raramente","Investigacion & Desarrollo",23,4,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",3,"Divorciado",2372,1,"No",12,3,4,2,2,3,3,2,2,2,2,97597.9166571597
32,"Si","Viaja_Raramente","Investigacion & Desarrollo",7,2,"Ciencias de la Salud",4,"Hombre",3,2,"Tecnico de Laboratorio",3,"Casado",4883,1,"No",18,3,1,1,10,3,3,10,4,1,1,48544.3756236355
39,"Si","Viaja_Raramente","Investigacion & Desarrollo",23,3,"Medicina",3,"Hombre",3,1,"Investigador Cientifico",1,"Soltero",3904,0,"No",13,3,1,0,6,2,3,5,2,0,3,33243.1918482391
30,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Tecnico",1,"Mujer",2,2,"Tecnico de Laboratorio",4,"Casado",4627,0,"No",12,3,1,1,10,6,3,9,2,6,7,44815.1507004157
36,"No","Viaja_Raramente","Investigacion & Desarrollo",10,4,"Tecnico",4,"Mujer",3,3,"Representante de Salud",3,"Casado",7094,3,"No",12,3,1,0,10,0,3,7,7,1,7,28193.1829386159
46,"No","Viaja_Raramente","Recursos Humanos",1,2,"Ciencias de la Salud",4,"Mujer",3,1,"Recursos Humanos",1,"Soltero",3423,6,"No",12,3,3,0,10,3,4,7,6,5,7,40750.5633002711
28,"No","No_Viaja","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",3,"Mujer",1,2,"Tecnico de Laboratorio",4,"Casado",6674,0,"No",11,3,1,3,10,6,3,9,8,7,5,34242.4893426115
50,"No","Viaja_Raramente","Investigacion & Desarrollo",28,3,"Ciencias de la Salud",4,"Mujer",3,4,"Director de Investigacion",1,"Casado",16880,4,"Si",11,3,2,0,25,2,3,3,2,1,2,40650.7965357961
40,"Si","Viaja_Raramente","Ventas",25,4,"Marketing",4,"Hombre",2,3,"Ejecutivo de Ventas",2,"Soltero",9094,2,"Si",12,3,3,0,9,2,3,5,4,1,0,11223.0790348103
52,"Si","Viaja_Raramente","Ventas",5,3,"Ciencias de la Salud",2,"Hombre",3,3,"Ejecutivo de Ventas",2,"Soltero",8446,9,"Si",19,3,3,0,10,2,2,8,7,7,7,35254.5658746921
30,"No","Viaja_Raramente","Investigacion & Desarrollo",17,4,"Medicina",2,"Mujer",3,3,"Manager",1,"Casado",11916,1,"Si",23,4,4,2,9,2,3,9,1,0,8,13685.2083782449
39,"No","Viaja_Raramente","Investigacion & Desarrollo",18,2,"Ciencias de la Salud",1,"Hombre",3,2,"Manufacturing Director",3,"Soltero",4534,0,"No",11,3,1,0,9,6,3,8,7,1,7,25111.856709954
31,"No","No_Viaja","Ventas",2,4,"Ciencias de la Salud",4,"Mujer",3,3,"Ejecutivo de Ventas",3,"Divorciado",9852,1,"Si",19,3,1,1,10,5,2,10,8,9,6,100359.386188857
41,"No","No_Viaja","Ventas",10,2,"Medicina",3,"Hombre",1,2,"Ejecutivo de Ventas",2,"Soltero",6151,1,"No",13,3,1,0,19,4,3,19,2,11,9,69663.2425262694
31,"Si","Viaja_frecuentemente","Ventas",1,3,"Ciencias de la Salud",4,"Mujer",3,1,"Representante de Ventas",2,"Soltero",2302,1,"Si",11,3,1,0,3,3,4,3,2,2,2,8984.05284781961
44,"Si","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",1,"Hombre",3,1,"Tecnico de Laboratorio",1,"Casado",2362,4,"No",12,3,3,0,10,4,4,3,2,1,2,-39295.9612902483
42,"No","No_Viaja","Investigacion & Desarrollo",2,1,"Ciencias de la Salud",3,"Hombre",3,4,"Manager",3,"Casado",17861,0,"Si",13,3,4,0,21,3,2,20,8,2,10,56019.3868374043
55,"No","Viaja_Raramente","Investigacion & Desarrollo",2,2,"Medicina",4,"Mujer",1,5,"Manager",3,"Casado",19187,4,"No",14,3,4,1,23,5,3,19,9,9,11,17555.1691549076
56,"No","Viaja_Raramente","Recursos Humanos",8,4,"Ciencias de la Salud",4,"Hombre",3,5,"Manager",2,"Soltero",19717,6,"No",14,3,1,0,36,4,3,7,3,7,7,41282.5579968276
40,"No","No_Viaja","Investigacion & Desarrollo",16,2,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",3,"Divorciado",3544,9,"No",16,3,2,1,6,0,3,4,2,0,0,78440.626999897
34,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Ciencias de la Salud",4,"Hombre",3,3,"Representante de Salud",4,"Divorciado",8500,0,"No",11,3,4,1,10,0,2,9,7,1,6,97241.4652647026
40,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",3,"Hombre",3,2,"Investigador Cientifico",4,"Soltero",4661,1,"No",13,3,3,0,9,4,3,9,8,8,8,28024.563454518
41,"No","Viaja_frecuentemente","Ventas",1,3,"Marketing",3,"Mujer",3,2,"Ejecutivo de Ventas",1,"Divorciado",4103,0,"No",17,3,4,1,10,2,3,9,3,1,7,35717.1805544939
35,"No","Viaja_frecuentemente","Investigacion & Desarrollo",4,4,"Ciencias de la Salud",3,"Hombre",3,2,"Investigador Cientifico",3,"Soltero",4249,1,"Si",11,3,2,0,9,3,3,9,6,1,1,99534.6591727608
51,"No","Viaja_Raramente","Recursos Humanos",5,3,"Ciencias de la Salud",3,"Hombre",3,4,"Manager",2,"Divorciado",14026,1,"Si",11,3,2,1,33,2,3,33,9,0,10,43978.8106966279
38,"No","Viaja_Raramente","Ventas",2,2,"Ciencias de la Salud",2,"Mujer",3,2,"Ejecutivo de Ventas",1,"Divorciado",6893,3,"No",15,3,4,1,11,3,3,7,7,1,7,26031.1819214409
34,"No","Viaja_Raramente","Ventas",15,2,"Medicina",3,"Mujer",3,2,"Ejecutivo de Ventas",1,"Soltero",6125,1,"No",12,3,4,0,10,6,4,10,8,9,6,50314.8907132431
25,"No","Viaja_Raramente","Investigacion & Desarrollo",19,1,"Medicina",4,"Hombre",3,1,"Tecnico de Laboratorio",4,"Casado",3669,3,"No",11,3,3,3,7,6,2,3,2,1,2,-5923.8732216059
58,"Si","Viaja_Raramente","Investigacion & Desarrollo",7,4,"Medicina",3,"Mujer",2,3,"Manufacturing Director",1,"Casado",10008,7,"Si",14,3,4,0,31,0,2,10,9,5,9,27251.0863759075
40,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",2,"Hombre",3,1,"Tecnico de Laboratorio",2,"Casado",2387,3,"No",22,4,3,1,7,3,3,4,2,0,3,78087.6022755317
36,"No","Viaja_frecuentemente","Ventas",7,3,"Marketing",1,"Mujer",4,2,"Ejecutivo de Ventas",1,"Casado",4639,2,"No",16,3,4,1,17,2,2,15,7,6,13,52818.3672620693
48,"No","Viaja_Raramente","Investigacion & Desarrollo",4,3,"Ciencias de la Salud",4,"Hombre",3,3,"Manufacturing Director",4,"Soltero",7898,1,"No",11,3,3,0,11,2,3,10,9,0,8,64372.5419565359
27,"No","Viaja_Raramente","Ventas",11,3,"Medicina",3,"Mujer",4,1,"Representante de Ventas",4,"Casado",2534,8,"No",14,3,2,1,5,4,3,1,0,0,0,24207.623066104
51,"No","Viaja_Raramente","Investigacion & Desarrollo",11,2,"Tecnico",4,"Mujer",2,4,"Manufacturing Director",2,"Soltero",13142,3,"No",16,3,2,0,29,1,2,5,2,0,3,-10246.7430172489
18,"No","No_Viaja","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Mujer",3,1,"Tecnico de Laboratorio",4,"Soltero",1611,1,"No",15,3,3,0,0,5,4,0,0,0,0,12811.0141481022
35,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Medicina",4,"Mujer",2,2,"Tecnico de Laboratorio",4,"Casado",5363,0,"No",12,3,2,1,10,0,3,9,7,0,0,3072.67977132359
27,"No","Viaja_frecuentemente","Ventas",2,1,"Ciencias de la Salud",4,"Hombre",1,2,"Ejecutivo de Ventas",4,"Soltero",5071,3,"No",20,4,2,0,8,3,3,6,2,0,0,29157.1906586316
55,"Si","Viaja_Raramente","Ventas",13,4,"Marketing",1,"Hombre",4,4,"Ejecutivo de Ventas",3,"Soltero",13695,6,"Si",17,3,3,0,24,2,2,19,7,3,8,12768.8722422001
56,"No","Viaja_Raramente","Investigacion & Desarrollo",23,3,"Ciencias de la Salud",4,"Hombre",3,4,"Manufacturing Director",2,"Casado",13402,4,"Si",12,3,1,1,33,0,3,19,16,15,9,15904.9056516377
34,"No","No_Viaja","Investigacion & Desarrollo",26,1,"Tecnico",1,"Mujer",2,1,"Investigador Cientifico",3,"Divorciado",2029,1,"No",20,4,3,3,5,2,3,5,4,0,0,16115.3287827725
40,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Medicina",2,"Mujer",4,2,"Representante de Salud",3,"Divorciado",6377,5,"No",20,4,2,3,15,0,3,12,11,11,8,33259.1111379906
34,"No","Viaja_Raramente","Investigacion & Desarrollo",29,3,"Medicina",2,"Hombre",3,2,"Tecnico de Laboratorio",3,"Casado",5429,4,"No",13,3,1,2,10,1,3,8,7,7,7,21699.1894478511
31,"Si","Viaja_frecuentemente","Ventas",2,3,"Ciencias de la Salud",3,"Mujer",2,1,"Representante de Ventas",4,"Soltero",2785,7,"No",14,3,3,0,3,1,4,1,0,0,0,59713.8570354463
35,"Si","Viaja_frecuentemente","Ventas",18,4,"Marketing",4,"Mujer",3,2,"Ejecutivo de Ventas",3,"Casado",4614,0,"Si",18,3,3,1,5,0,2,4,2,3,2,83223.5575257662
38,"No","Viaja_frecuentemente","Investigacion & Desarrollo",7,3,"Ciencias de la Salud",4,"Hombre",4,1,"Investigador Cientifico",3,"Divorciado",2610,1,"No",11,3,4,3,4,2,3,4,2,0,3,31846.9294805715
34,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Tecnico",3,"Mujer",3,2,"Representante de Salud",4,"Soltero",6687,1,"No",11,3,4,0,14,2,4,14,11,4,11,2196.54452355829
28,"No","Viaja_Raramente","Ventas",26,3,"Ciencias de la Salud",3,"Hombre",2,2,"Ejecutivo de Ventas",1,"Casado",4724,1,"No",11,3,3,1,5,0,3,5,3,0,4,89663.0594434813
31,"Si","Viaja_Raramente","Investigacion & Desarrollo",22,4,"Medicina",4,"Hombre",3,2,"Manufacturing Director",3,"Casado",6179,1,"Si",15,3,4,2,10,3,2,10,2,6,7,46027.1614059172
39,"No","Viaja_Raramente","Ventas",21,4,"Ciencias de la Salud",1,"Hombre",2,2,"Ejecutivo de Ventas",4,"Casado",6120,3,"Si",12,3,4,2,8,2,4,5,4,1,4,30326.2012553799
51,"No","Viaja_frecuentemente","Ventas",2,3,"Marketing",2,"Hombre",3,3,"Ejecutivo de Ventas",2,"Casado",10596,2,"No",11,3,2,0,14,5,3,4,2,3,2,13908.6211948973
41,"No","Viaja_frecuentemente","Investigacion & Desarrollo",22,3,"Ciencias de la Salud",4,"Mujer",3,2,"Investigador Cientifico",4,"Divorciado",5467,3,"Si",14,3,1,2,12,4,2,6,2,3,3,30419.9357572034
37,"No","Viaja_Raramente","Investigacion & Desarrollo",4,1,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",3,"Casado",2996,7,"Si",15,3,4,0,8,2,3,6,4,1,3,53694.7152851567
33,"No","Viaja_frecuentemente","Ventas",5,1,"Ciencias de la Salud",2,"Hombre",3,2,"Ejecutivo de Ventas",4,"Casado",9998,6,"No",13,3,1,0,8,2,4,5,4,1,2,2538.75395281172
32,"No","Viaja_Raramente","Ventas",2,1,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",2,"Casado",4078,0,"Si",13,3,1,3,4,3,2,3,2,1,2,42206.2685237978
39,"No","No_Viaja","Investigacion & Desarrollo",25,2,"Ciencias de la Salud",3,"Hombre",3,3,"Representante de Salud",3,"Casado",10920,3,"No",21,4,2,1,13,2,3,6,4,0,5,52588.2993713603
25,"No","Viaja_Raramente","Ventas",18,1,"Ciencias de la Salud",1,"Hombre",4,2,"Ejecutivo de Ventas",3,"Casado",6232,2,"No",11,3,2,0,6,3,2,3,2,1,2,2009.96361992525
52,"No","Viaja_frecuentemente","Investigacion & Desarrollo",28,2,"Medicina",4,"Mujer",4,4,"Manufacturing Director",3,"Casado",13247,2,"Si",11,3,2,1,24,3,2,5,3,0,2,18974.2665780007
43,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Medicina",1,"Mujer",2,2,"Investigador Cientifico",3,"Soltero",4081,1,"Si",14,3,1,0,20,3,1,20,7,1,8,33841.1236742001
27,"No","Viaja_Raramente","Ventas",10,3,"Marketing",4,"Mujer",2,2,"Ejecutivo de Ventas",4,"Casado",5769,1,"Si",11,3,4,0,6,3,3,6,2,4,4,6622.40759034976
27,"Si","Viaja_Raramente","Investigacion & Desarrollo",17,4,"Ciencias de la Salud",4,"Mujer",3,1,"Investigador Cientifico",3,"Soltero",2394,1,"Si",13,3,4,0,8,2,3,8,2,7,7,17334.9493907436
26,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Medicina",1,"Hombre",2,1,"Investigador Cientifico",4,"Soltero",3904,0,"No",12,3,4,0,5,2,3,4,3,1,1,40227.2112997326
42,"No","Viaja_Raramente","Recursos Humanos",10,3,"Recursos Humanos",3,"Mujer",3,4,"Manager",1,"Casado",16799,0,"No",14,3,3,1,21,5,3,20,7,0,9,11384.8460621059
52,"No","Viaja_Raramente","Investigacion & Desarrollo",8,4,"Otro",3,"Mujer",3,1,"Tecnico de Laboratorio",1,"Casado",2950,9,"No",13,3,3,0,12,2,1,5,4,0,4,57812.2896021735
37,"No","Viaja_Raramente","Investigacion & Desarrollo",11,3,"Medicina",1,"Mujer",3,1,"Tecnico de Laboratorio",3,"Soltero",3629,4,"No",18,3,1,0,8,6,3,3,2,0,2,17729.148127928
35,"No","Viaja_frecuentemente","Investigacion & Desarrollo",18,2,"Ciencias de la Salud",3,"Hombre",3,3,"Manufacturing Director",4,"Soltero",9362,2,"No",11,3,3,0,10,2,3,2,2,2,2,-2614.38140294865
25,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Tecnico",1,"Hombre",3,1,"Tecnico de Laboratorio",4,"Casado",3229,4,"No",11,3,2,1,7,2,2,3,2,0,2,26128.858772238
26,"No","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Otro",3,"Hombre",4,1,"Tecnico de Laboratorio",1,"Soltero",3578,0,"No",12,3,4,0,8,2,3,7,7,0,7,40214.2087182164
29,"No","Viaja_Raramente","Recursos Humanos",17,3,"Otro",2,"Hombre",2,3,"Recursos Humanos",1,"Soltero",7988,1,"No",13,3,1,0,10,3,2,10,9,0,9,86873.7568586734
49,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",28,2,"Ciencias de la Salud",1,"Hombre",2,2,"Tecnico de Laboratorio",1,"Soltero",4284,3,"No",20,4,1,0,20,2,3,4,3,1,3,42524.8485280305
29,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",14,1,"Otro",3,"Mujer",3,3,"Representante de Salud",4,"Soltero",7553,0,"Si",12,3,1,0,9,1,3,8,7,7,7,16053.1241355169
54,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Medicina",4,"Mujer",3,4,"Director de Investigacion",4,"Soltero",17328,6,"No",19,3,4,0,29,3,2,20,7,12,7,11974.9486511531
